id,layer,templateId,tags,question,optionA,optionB,optionC,optionD,axes,sensitivity
"L1-L1-04-124-b907e41a","L1","L1-04","作息","我「发工资后几天」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-117-90649612","L1","L1-04","作息","如果只能选一个更贴近的：我「刚吵完架还在余怒」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-118-a4fe20fa","L1","L1-04","作息","最近这段时间，我「刚吵完架还在余怒」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-115-49b6f18d","L1","L1-04","作息","在我们家沟通里，我「看牙医或体检前后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-116-7caf96af","L1","L1-04","作息","我「刚吵完架还在余怒」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-119-271059ec","L1","L1-04","作息","在我们家沟通里，我「刚吵完架还在余怒」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-122-f8251b83","L1","L1-04","作息","最近这段时间，我「学会一个新技能后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-123-bce07bee","L1","L1-04","作息","在我们家沟通里，我「学会一个新技能后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-120-8feb1ed5","L1","L1-04","作息","我「学会一个新技能后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-121-be76f6b7","L1","L1-04","作息","如果只能选一个更贴近的：我「学会一个新技能后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-134-d0b92861","L1","L1-04","作息","最近这段时间，我「约会或社交后回来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-147-e53e90e9","L1","L1-04","作息","在我们家沟通里，我「搬家或换环境」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-148-9626b87b","L1","L1-04","作息","我「突然很想家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-145-275e9b4f","L1","L1-04","作息","如果只能选一个更贴近的：我「搬家或换环境」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-146-d834044e","L1","L1-04","作息","最近这段时间，我「搬家或换环境」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-149-8bb4fec1","L1","L1-04","作息","如果只能选一个更贴近的：我「突然很想家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-152-462422c6","L1","L1-04","作息","我「被临时安排加班」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-153-3a03182b","L1","L1-04","作息","如果只能选一个更贴近的：我「被临时安排加班」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-150-db82a1b6","L1","L1-04","作息","最近这段时间，我「突然很想家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-151-0c75cc2d","L1","L1-04","作息","在我们家沟通里，我「突然很想家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-144-fd829144","L1","L1-04","作息","我「搬家或换环境」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-137-fcea58e2","L1","L1-04","作息","如果只能选一个更贴近的：我「连续开会头脑发胀」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-138-f3ca0a88","L1","L1-04","作息","最近这段时间，我「连续开会头脑发胀」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-135-55a82f82","L1","L1-04","作息","在我们家沟通里，我「约会或社交后回来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-136-edcec4e8","L1","L1-04","作息","我「连续开会头脑发胀」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-139-76a9892c","L1","L1-04","作息","在我们家沟通里，我「连续开会头脑发胀」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-142-238065a3","L1","L1-04","作息","最近这段时间，我「睡前刷手机」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-143-2b98c922","L1","L1-04","作息","在我们家沟通里，我「睡前刷手机」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-140-b214a895","L1","L1-04","作息","我「睡前刷手机」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-141-7a613e28","L1","L1-04","作息","如果只能选一个更贴近的：我「睡前刷手机」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-035-f7b67a62","L1","L1-04","作息","在我们家沟通里，我「和朋友出去玩」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-03-249-ef3e9a61","L1","L1-03","习惯|误解","如果只能选一个更贴近的：我「穿得更随性」，通常不是因为「浪费时间和钱」，更可能是？","我在学着对自己负责","我需要一点点掌控感","我在认真尝试喜欢的事","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","normal"
"L1-L1-03-250-cfad4f89","L1","L1-03","习惯|误解","最近这段时间，我「穿得更随性」，通常不是因为「浪费时间和钱」，更可能是？","我在学着对自己负责","我需要一点点掌控感","我在认真尝试喜欢的事","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","normal"
"L1-L1-03-247-6165f1df","L1","L1-03","习惯|误解","在我们家沟通里，我「喝咖啡提神」，通常不是因为「浪费时间和钱」，更可能是？","这能让我从压力里喘口气","这对我的心理健康有帮助","我在学着对自己负责","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","normal"
"L1-L1-03-248-6dfd74b2","L1","L1-03","习惯|误解","我「穿得更随性」，通常不是因为「浪费时间和钱」，更可能是？","我在学着对自己负责","我需要一点点掌控感","我在认真尝试喜欢的事","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","normal"
"L1-L1-03-251-fb2bcd63","L1","L1-03","习惯|误解","在我们家沟通里，我「穿得更随性」，通常不是因为「浪费时间和钱」，更可能是？","我在学着对自己负责","我需要一点点掌控感","我在认真尝试喜欢的事","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","normal"
"L1-L1-03-254-d52ab03e","L1","L1-03","习惯|误解","最近这段时间，我「喜欢戴耳机独处」，通常不是因为「在赌气」，更可能是？","我想用自己的方式爱这个家","这对我的心理健康有帮助","这是我表达自己的方式","这样我会更舒服自在","reason_0|reason_1|reason_2|reason_3","normal"
